Month,Season,Product type,Price,Availability,Number of products sold,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping costs,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs,Location,Seasonal_Factor,Correct_Revenue
8,Rainy,skincare,102.34,61,768,Male,90,10,87,9,20.67,367,19,80.34,Fail,0.006,Rail,Route C,89.72,Hyderabad,0.95,74667.26
8,Rainy,haircare,149.98,84,180,Non-binary,163,18,272,10,13.86,1335,20,32.91,Fail,0.007,Rail,Route B,99.04,Chennai,0.95,25646.58
10,Festive,haircare,89.16,60,1223,Non-binary,361,13,62,2,4.46,836,19,51.67,Pending,0.06,Road,Route B,183.0,Kolkata,1.3,141755.48
6,Rainy,skincare,55.02,83,694,Male,265,17,13,3,12.69,707,25,44.03,Fail,0.141,Sea,Route B,43.46,Delhi,0.95,36274.69
7,Rainy,haircare,49.54,74,317,Male,303,14,11,9,11.76,111,27,70.28,Fail,0.05,Air,Route A,98.72,Mumbai,0.95,14918.97
6,Rainy,skincare,35.08,37,983,Male,435,19,150,8,8.41,87,29,98.73,Pending,0.026,Air,Route C,100.58,Delhi,0.95,32759.46
9,Rainy,skincare,97.06,35,848,Male,346,18,124,8,11.19,521,13,23.82,Pass,0.037,Rail,Route A,187.05,Kolkata,0.95,78191.54
3,Summer,skincare,95.35,65,224,Male,233,8,124,4,7.14,1368,36,25.77,Pending,0.116,Air,Route A,146.51,Kolkata,1.1,23494.24
3,Summer,haircare,54.63,55,300,Female,126,18,272,8,12.88,777,9,115.91,Pending,0.132,Sea,Route A,52.82,Delhi,1.1,18027.9
3,Summer,haircare,113.44,85,1125,Non-binary,405,16,133,5,11.99,617,33,63.95,Pass,0.063,Sea,Route B,130.07,Bangalore,1.1,140382.0
10,Festive,skincare,118.93,63,673,Female,475,11,259,11,16.37,488,25,94.02,Pass,0.238,Road,Route A,248.17,Delhi,1.3,104051.86
3,Summer,haircare,61.09,24,1143,Male,282,17,100,11,23.73,1452,5,107.6,Pending,0.202,Air,Route B,227.68,Delhi,1.1,76808.46
9,Rainy,haircare,71.29,48,1082,Female,313,18,58,3,7.08,1203,11,58.17,Pending,0.118,Rail,Route B,211.35,Chennai,0.95,73278.99
12,Festive,haircare,148.86,23,821,Non-binary,195,19,282,2,12.18,789,10,74.82,Fail,0.042,Sea,Route A,170.11,Chennai,1.3,158878.28
4,Summer,haircare,74.91,68,1051,Male,488,18,162,9,15.37,193,23,106.56,Pass,0.223,Air,Route B,66.63,Bangalore,1.1,86603.45
7,Rainy,skincare,121.3,91,1981,Male,126,14,231,6,15.03,660,18,79.95,Fail,0.039,Sea,Route A,228.82,Chennai,0.95,228280.53
9,Rainy,haircare,84.33,27,279,Non-binary,105,17,151,11,17.55,184,10,38.84,Pass,0.171,Sea,Route C,115.56,Hyderabad,0.95,22351.67
11,Festive,skincare,125.2,71,1532,Female,246,8,230,5,8.89,1005,13,79.88,Pending,0.156,Road,Route C,75.75,Delhi,1.3,249348.32
12,Festive,skincare,122.28,88,1185,Non-binary,101,15,270,10,16.96,84,36,116.62,Pass,0.22,Air,Route C,68.93,Bangalore,1.3,188372.34
7,Rainy,haircare,110.13,40,372,Non-binary,348,17,208,14,7.43,1368,12,118.63,Pending,0.08,Sea,Route B,217.93,Hyderabad,0.95,38919.94
9,Rainy,skincare,132.57,46,906,Female,260,11,92,6,5.76,988,26,110.85,Pass,0.062,Sea,Route B,173.29,Chennai,0.95,114103.0
12,Festive,skincare,142.71,57,1876,Female,21,6,222,11,21.3,961,12,92.19,Pass,0.106,Sea,Route C,62.59,Mumbai,1.3,348041.15
3,Summer,haircare,99.6,24,862,Male,270,19,222,3,13.42,705,38,108.2,Pass,0.221,Rail,Route C,218.17,Delhi,1.1,94440.72
4,Summer,skincare,58.5,80,1133,Male,61,16,282,10,11.74,447,13,61.02,Pending,0.034,Sea,Route A,93.63,Bangalore,1.1,72908.55
8,Rainy,skincare,77.84,27,798,Male,445,12,135,11,23.43,1089,14,54.17,Pass,0.237,Sea,Route A,165.64,Mumbai,0.95,59010.5
6,Rainy,haircare,121.0,37,1020,Non-binary,100,15,70,8,18.61,1361,26,119.5,Fail,0.165,Rail,Route A,241.69,Chennai,0.95,117249.0
5,Summer,haircare,108.11,23,721,Female,423,11,40,10,17.9,1160,17,108.22,Pass,0.019,Air,Route A,205.95,Delhi,1.1,85742.04
4,Summer,haircare,51.34,23,639,Female,281,7,24,6,7.27,307,39,31.46,Fail,0.151,Sea,Route C,181.29,Bangalore,1.1,36086.89
8,Rainy,haircare,36.15,56,1085,Male,414,10,49,8,7.6,1018,12,101.01,Pending,0.133,Air,Route B,201.65,Delhi,0.95,37261.61
1,Winter,haircare,111.96,34,559,Non-binary,216,19,285,9,13.63,1051,17,21.21,Pending,0.157,Sea,Route A,153.12,Mumbai,0.9,56327.08
9,Rainy,skincare,60.13,57,1184,Non-binary,267,5,242,13,17.35,1489,39,62.65,Pass,0.124,Rail,Route C,125.53,Bangalore,0.95,67634.22
1,Winter,skincare,89.96,46,1181,Female,349,17,297,5,11.7,1116,33,28.42,Pass,0.199,Air,Route B,43.66,Hyderabad,0.9,95618.48
8,Rainy,haircare,119.61,67,399,Female,490,19,249,9,4.41,775,14,56.84,Fail,0.21,Rail,Route B,40.03,Hyderabad,0.95,45338.17
4,Summer,haircare,97.52,65,596,Female,315,4,159,8,18.03,67,34,101.02,Pass,0.14,Rail,Route B,234.56,Hyderabad,1.1,63934.11
9,Rainy,skincare,40.0,65,1462,Female,403,1,71,4,20.02,1499,10,35.01,Pass,0.023,Road,Route B,61.43,Bangalore,0.95,55556.0
11,Festive,haircare,52.27,67,1375,Non-binary,55,14,230,12,23.77,1264,33,55.17,Fail,0.125,Sea,Route B,165.53,Mumbai,1.3,93432.62
5,Summer,haircare,56.32,78,1530,Male,122,17,260,12,11.99,159,9,45.53,Pass,0.024,Sea,Route B,159.12,Hyderabad,1.1,94786.56
3,Summer,skincare,60.94,23,1379,Female,454,14,20,9,8.68,136,11,33.0,Fail,0.006,Air,Route A,166.13,Hyderabad,1.1,92439.89
9,Rainy,skincare,97.85,94,1504,Female,322,6,47,5,23.37,268,15,116.92,Pending,0.108,Sea,Route C,146.11,Hyderabad,0.95,139808.08
11,Festive,skincare,90.48,38,1268,Female,117,5,74,3,18.73,1043,24,63.42,Pass,0.242,Rail,Route C,238.74,Bangalore,1.3,149147.23
9,Rainy,haircare,54.38,76,690,Non-binary,164,3,200,10,4.41,1414,31,22.18,Fail,0.043,Sea,Route B,113.47,Delhi,0.95,35646.09
4,Summer,skincare,38.11,38,440,Male,301,15,47,9,15.76,1218,19,87.75,Pending,0.201,Rail,Route C,104.57,Hyderabad,1.1,18445.24
11,Festive,haircare,50.57,61,1929,Non-binary,456,7,264,5,3.63,447,33,72.49,Fail,0.003,Road,Route C,116.39,Bangalore,1.3,126814.39
4,Summer,skincare,148.13,24,1921,Male,146,11,278,4,7.98,771,16,101.98,Pass,0.023,Rail,Route A,83.3,Bangalore,1.1,313013.5
12,Festive,haircare,86.23,67,502,Non-binary,323,10,253,4,4.56,713,37,56.37,Fail,0.21,Rail,Route A,191.78,Chennai,1.3,56273.7
8,Rainy,haircare,134.08,44,387,Female,302,14,289,7,7.51,420,39,111.04,Pending,0.095,Air,Route A,112.74,Bangalore,0.95,49294.51
2,Winter,haircare,131.85,86,1088,Female,321,3,157,3,13.78,720,37,22.79,Pass,0.242,Rail,Route B,53.03,Mumbai,0.9,129107.52
9,Rainy,skincare,91.38,45,313,Male,86,14,52,12,9.58,1414,19,72.43,Pass,0.015,Road,Route B,64.53,Hyderabad,0.95,27171.84
6,Rainy,skincare,114.8,93,631,Non-binary,398,17,118,4,4.94,532,35,68.88,Pass,0.084,Air,Route B,201.59,Delhi,0.95,68816.86
9,Rainy,skincare,53.13,81,969,Male,166,4,108,2,13.61,752,29,21.18,Pending,0.146,Road,Route C,60.26,Mumbai,0.95,48908.82
8,Rainy,haircare,112.61,26,841,Non-binary,347,6,52,11,18.59,1227,6,26.33,Pass,0.171,Air,Route A,84.61,Bangalore,0.95,89969.76
7,Rainy,skincare,62.69,63,1699,Female,100,5,113,6,4.17,834,22,48.78,Pending,0.127,Sea,Route C,118.83,Kolkata,0.95,101184.79
1,Winter,skincare,129.85,46,1671,Male,272,10,202,14,22.41,309,30,77.48,Pending,0.211,Road,Route C,206.68,Kolkata,0.9,195281.41
12,Festive,haircare,40.05,61,310,Male,261,7,124,4,17.37,1208,18,40.65,Fail,0.166,Rail,Route B,55.91,Kolkata,1.3,16140.15
3,Summer,haircare,122.78,92,270,Female,84,15,55,12,14.43,817,11,38.4,Pending,0.234,Air,Route B,80.92,Delhi,1.1,36465.66
11,Festive,skincare,41.99,75,637,Female,90,18,71,8,11.72,966,30,33.58,Fail,0.195,Rail,Route C,81.78,Kolkata,1.3,34771.92
2,Winter,skincare,135.74,22,1386,Female,55,1,123,10,11.65,1133,19,112.79,Pass,0.241,Sea,Route B,137.7,Bangalore,0.9,169322.08
5,Summer,skincare,66.5,32,901,Female,86,4,207,6,10.38,303,15,76.47,Fail,0.184,Road,Route A,124.59,Chennai,1.1,65908.15
5,Summer,haircare,108.53,89,775,Female,102,11,261,3,5.55,895,34,44.63,Pending,0.06,Sea,Route A,209.16,Delhi,1.1,92521.83
5,Summer,skincare,88.5,78,489,Female,189,10,114,3,4.74,780,6,117.12,Fail,0.13,Sea,Route A,98.08,Mumbai,1.1,47604.15
4,Summer,haircare,73.96,57,520,Non-binary,494,13,38,13,9.79,1495,30,60.84,Pass,0.087,Sea,Route C,66.46,Delhi,1.1,42305.12
5,Summer,haircare,107.45,87,161,Non-binary,86,19,178,5,17.68,72,17,31.22,Fail,0.116,Rail,Route B,90.04,Mumbai,1.1,19029.4
3,Summer,skincare,143.7,88,185,Male,117,10,24,11,9.34,507,36,71.1,Pass,0.121,Road,Route B,106.1,Mumbai,1.1,29242.95
12,Festive,skincare,34.95,20,1112,Non-binary,344,18,131,13,20.87,415,25,63.5,Pending,0.238,Air,Route C,163.44,Mumbai,1.3,50523.72
1,Winter,haircare,140.26,69,1708,Male,452,9,28,10,11.37,238,18,81.76,Pass,0.185,Air,Route C,121.18,Kolkata,0.9,215607.67
5,Summer,haircare,103.09,92,590,Non-binary,312,9,105,12,16.89,198,19,89.91,Fail,0.191,Air,Route B,86.48,Bangalore,1.1,66905.41
9,Rainy,skincare,126.88,28,995,Non-binary,269,12,293,3,12.5,180,26,54.6,Fail,0.226,Air,Route C,62.85,Hyderabad,0.95,119933.32
9,Rainy,skincare,76.06,72,159,Female,321,14,195,6,13.95,609,13,37.12,Fail,0.002,Rail,Route B,163.38,Bangalore,0.95,11488.86
4,Summer,skincare,86.62,29,576,Non-binary,227,2,62,14,8.5,958,12,61.36,Pending,0.185,Rail,Route B,236.89,Delhi,1.1,54882.43
3,Summer,haircare,134.26,96,419,Non-binary,331,10,100,8,14.31,1210,14,70.49,Fail,0.186,Rail,Route B,83.68,Kolkata,1.1,61880.43
1,Winter,haircare,79.78,48,789,Non-binary,394,18,28,11,5.43,543,20,66.63,Pending,0.122,Rail,Route A,66.42,Delhi,0.9,56651.78
2,Winter,skincare,94.16,55,151,Female,82,6,86,13,11.51,768,13,23.38,Pending,0.076,Rail,Route A,230.61,Kolkata,0.9,12796.34
8,Rainy,haircare,32.42,46,756,Female,97,2,139,5,12.86,740,34,99.43,Fail,0.013,Sea,Route C,165.05,Hyderabad,0.95,23284.04
1,Winter,haircare,49.03,37,927,Non-binary,49,17,155,8,18.49,1289,5,54.32,Pending,0.242,Air,Route A,115.79,Bangalore,0.9,40905.73
8,Rainy,skincare,107.0,37,1200,Male,371,18,254,8,11.8,851,15,49.29,Pass,0.123,Road,Route C,52.53,Bangalore,0.95,121980.0
7,Rainy,haircare,116.04,28,218,Non-binary,270,18,190,3,17.64,756,38,41.34,Pass,0.029,Air,Route C,199.11,Bangalore,0.95,24031.88
8,Rainy,skincare,99.91,86,820,Female,338,14,145,3,6.84,255,12,78.29,Pending,0.167,Air,Route B,190.79,Bangalore,0.95,77829.89
12,Festive,skincare,47.2,26,1305,Female,134,11,221,3,3.55,366,10,78.91,Pass,0.195,Rail,Route A,228.47,Bangalore,1.3,80074.8
6,Rainy,haircare,83.45,77,605,Male,384,19,146,10,14.13,754,37,63.09,Pass,0.23,Sea,Route C,159.32,Mumbai,0.95,47962.89
12,Festive,haircare,72.61,98,1773,Female,351,16,214,14,13.43,142,15,87.27,Pass,0.122,Air,Route C,106.8,Kolkata,1.3,167358.79
9,Rainy,skincare,89.48,49,736,Female,238,8,158,2,17.73,573,14,23.82,Fail,0.202,Sea,Route B,75.28,Chennai,0.95,62564.42
3,Summer,haircare,134.44,92,252,Non-binary,173,18,53,7,9.9,1334,31,100.25,Pass,0.214,Sea,Route B,86.4,Kolkata,1.1,37266.77
10,Festive,skincare,123.1,80,1141,Male,240,3,69,8,3.66,1389,21,45.62,Pass,0.053,Rail,Route C,147.67,Hyderabad,1.3,182594.23
4,Summer,haircare,40.08,36,1187,Female,42,4,258,10,18.92,868,29,66.87,Pass,0.105,Rail,Route B,217.98,Hyderabad,1.1,52332.46
6,Rainy,haircare,136.84,72,596,Female,388,5,135,4,23.73,869,10,94.5,Pass,0.151,Rail,Route A,229.34,Hyderabad,0.95,77478.81
8,Rainy,haircare,86.61,25,1871,Non-binary,233,4,54,10,11.67,282,22,37.41,Pass,0.135,Road,Route A,141.87,Mumbai,0.95,153944.94
5,Summer,skincare,119.26,58,178,Non-binary,167,7,11,8,16.44,1128,7,110.28,Pending,0.249,Sea,Route C,48.22,Delhi,1.1,23351.11
3,Summer,haircare,46.8,44,158,Non-binary,377,6,171,6,14.98,888,21,33.57,Pending,0.093,Sea,Route B,64.82,Hyderabad,1.1,8133.84
6,Rainy,skincare,110.49,61,1534,Non-binary,321,17,206,13,15.45,1034,19,101.28,Fail,0.217,Air,Route B,239.56,Delhi,0.95,161017.08
4,Summer,skincare,58.36,61,862,Male,227,14,203,6,22.08,145,20,59.87,Pass,0.049,Sea,Route C,88.13,Kolkata,1.1,55336.95
9,Rainy,skincare,82.61,78,925,Non-binary,178,5,56,8,19.2,1200,24,36.42,Fail,0.227,Air,Route B,211.99,Hyderabad,0.95,72593.54
3,Summer,haircare,32.02,57,1184,Male,470,15,235,11,19.94,973,6,106.95,Pass,0.003,Air,Route B,235.08,Kolkata,1.1,41702.85
4,Summer,skincare,48.19,50,1590,Female,424,10,11,7,4.98,1244,7,93.23,Pass,0.182,Air,Route A,236.98,Chennai,1.1,84284.31
7,Rainy,skincare,41.05,48,1753,Female,326,2,221,9,6.23,1069,34,42.96,Fail,0.117,Air,Route B,61.06,Mumbai,0.95,68362.62
7,Rainy,haircare,58.77,28,1202,Non-binary,186,12,224,11,17.59,1130,13,86.52,Pass,0.002,Rail,Route A,75.36,Chennai,0.95,67109.46
12,Festive,skincare,42.0,20,1872,Non-binary,82,11,89,11,14.89,1275,24,35.59,Fail,0.224,Rail,Route B,136.74,Chennai,1.3,102211.2
12,Festive,skincare,113.03,99,1962,Non-binary,344,7,128,10,20.03,274,16,117.55,Fail,0.166,Road,Route A,107.03,Kolkata,1.3,288294.32
4,Summer,haircare,33.48,91,1806,Female,295,7,95,7,5.05,634,17,74.86,Pass,0.182,Rail,Route A,116.73,Bangalore,1.1,66511.37
6,Rainy,skincare,104.13,66,1611,Female,394,19,65,4,15.46,1492,7,35.04,Pass,0.153,Road,Route B,149.94,Hyderabad,0.95,159365.76
12,Festive,haircare,46.88,95,343,Female,42,7,72,13,13.69,759,31,26.61,Pass,0.229,Rail,Route C,236.4,Chennai,1.3,20903.79
3,Summer,skincare,143.42,29,307,Male,243,14,17,10,21.8,900,22,82.93,Pending,0.204,Air,Route B,142.58,Bangalore,1.1,48432.93
6,Rainy,skincare,141.97,35,955,Female,445,12,192,3,7.12,247,38,84.46,Pass,0.074,Road,Route A,131.52,Hyderabad,0.95,128802.28
12,Festive,haircare,57.06,66,1210,Non-binary,220,10,244,6,10.67,146,15,117.89,Fail,0.085,Rail,Route C,177.93,Mumbai,1.3,89755.38
2,Winter,skincare,103.73,62,1774,Male,406,5,99,11,6.31,786,16,69.67,Pass,0.032,Road,Route C,69.43,Delhi,0.9,165615.32
8,Rainy,skincare,33.36,43,699,Male,302,7,113,14,12.94,354,24,53.92,Fail,0.012,Sea,Route B,141.0,Hyderabad,0.95,22152.71
2,Winter,skincare,141.81,27,744,Male,366,6,288,5,22.39,53,11,91.01,Fail,0.195,Road,Route B,191.88,Bangalore,0.9,94955.98
11,Festive,haircare,92.76,94,138,Female,477,2,259,3,17.75,77,20,100.23,Fail,0.083,Air,Route A,164.5,Bangalore,1.3,16641.14
7,Rainy,haircare,35.19,45,1299,Female,355,13,137,7,19.37,113,23,88.65,Pending,0.135,Sea,Route C,197.9,Chennai,0.95,43426.22
9,Rainy,haircare,71.1,26,577,Female,427,16,189,13,5.05,633,18,94.33,Pass,0.176,Air,Route C,226.02,Hyderabad,0.95,38973.46
1,Winter,haircare,39.22,98,1715,Female,234,8,102,11,12.94,1428,32,89.23,Fail,0.179,Road,Route B,132.31,Kolkata,0.9,60536.07
8,Rainy,haircare,77.15,34,119,Non-binary,284,13,191,8,21.45,1213,11,37.38,Pass,0.216,Rail,Route B,191.59,Hyderabad,0.95,8721.81
7,Rainy,skincare,110.39,67,320,Male,405,14,221,3,21.42,1243,13,101.06,Fail,0.203,Rail,Route B,125.34,Chennai,0.95,33558.56
6,Rainy,haircare,86.39,22,1972,Male,409,5,213,14,24.74,1317,38,82.57,Fail,0.173,Sea,Route B,222.5,Mumbai,0.95,161843.03
6,Rainy,haircare,76.05,35,374,Male,248,3,46,4,14.57,1495,28,59.15,Fail,0.051,Road,Route C,131.41,Kolkata,0.95,27020.56
6,Rainy,haircare,44.3,98,1823,Male,246,14,227,6,3.05,1347,21,86.31,Pass,0.208,Rail,Route B,182.39,Kolkata,0.95,76720.95
9,Rainy,skincare,59.39,33,1277,Male,346,13,155,10,22.78,145,35,104.67,Pending,0.027,Sea,Route C,41.54,Kolkata,0.95,72048.98
2,Winter,skincare,42.02,94,562,Non-binary,354,17,68,8,24.04,647,19,106.22,Pending,0.058,Road,Route B,123.65,Kolkata,0.9,21253.72
1,Winter,haircare,126.9,22,1532,Non-binary,296,9,138,13,23.41,1325,32,53.38,Fail,0.084,Air,Route A,155.63,Bangalore,0.9,174969.72
12,Festive,skincare,46.23,92,1778,Male,249,7,150,13,19.98,1452,19,31.81,Pass,0.141,Rail,Route C,174.64,Mumbai,1.3,106856.02
6,Rainy,skincare,101.44,89,350,Male,375,18,42,4,7.66,760,21,42.33,Pass,0.236,Road,Route A,77.16,Bangalore,0.95,33728.8
10,Festive,skincare,71.13,50,311,Female,234,11,31,11,6.06,1000,28,80.69,Fail,0.144,Sea,Route C,173.42,Delhi,1.3,28757.86
11,Festive,skincare,57.12,99,1601,Male,176,16,214,5,18.42,836,17,71.65,Pending,0.163,Road,Route A,197.07,Bangalore,1.3,118883.86
8,Rainy,haircare,106.74,94,1784,Non-binary,32,18,81,8,6.09,797,25,69.43,Pass,0.147,Rail,Route C,98.82,Delhi,0.95,180902.95
3,Summer,haircare,84.84,36,786,Female,216,7,190,12,23.97,67,29,50.33,Pass,0.021,Sea,Route C,114.2,Mumbai,1.1,73352.66
12,Festive,skincare,78.02,68,518,Non-binary,130,4,197,2,12.81,719,23,27.57,Pass,0.075,Sea,Route C,231.13,Chennai,1.3,52538.67
10,Festive,skincare,101.14,22,1295,Female,122,19,59,5,3.68,1125,7,50.1,Pass,0.231,Road,Route C,86.71,Kolkata,1.3,170269.19
1,Winter,skincare,88.95,74,606,Female,122,11,92,2,6.31,1325,28,89.19,Pass,0.059,Sea,Route A,117.13,Mumbai,0.9,48513.33
9,Rainy,skincare,66.42,91,745,Male,189,13,33,6,9.39,553,25,82.2,Fail,0.103,Road,Route C,191.48,Kolkata,0.95,47008.76
1,Winter,haircare,97.09,59,1751,Non-binary,128,6,78,13,18.48,889,5,47.66,Pass,0.145,Sea,Route B,80.91,Hyderabad,0.9,153004.13
3,Summer,skincare,110.34,85,968,Non-binary,395,13,17,13,19.22,1063,35,97.19,Fail,0.189,Rail,Route C,146.14,Kolkata,1.1,117490.03
8,Rainy,haircare,33.2,59,1326,Male,145,2,258,3,7.69,974,11,115.9,Fail,0.141,Road,Route C,196.66,Chennai,0.95,41822.04
3,Summer,skincare,85.9,49,591,Female,254,14,108,10,17.27,1053,36,45.26,Fail,0.111,Rail,Route B,53.6,Mumbai,1.1,55843.59
4,Summer,haircare,36.92,44,394,Female,404,13,207,14,3.7,706,7,98.67,Fail,0.175,Road,Route B,90.97,Bangalore,1.1,16001.13
8,Rainy,skincare,52.37,26,556,Non-binary,167,5,217,4,5.26,708,5,98.64,Fail,0.153,Road,Route C,160.06,Bangalore,0.95,27661.83
1,Winter,haircare,97.26,69,1269,Male,190,3,201,6,14.77,233,16,73.44,Fail,0.127,Road,Route A,94.18,Bangalore,0.9,111080.65
6,Rainy,haircare,133.94,20,1361,Male,20,4,35,13,18.48,1087,14,21.0,Pass,0.147,Road,Route B,211.27,Mumbai,0.95,173177.72
1,Winter,haircare,135.94,63,839,Non-binary,59,14,157,9,23.12,640,11,49.43,Pending,0.102,Road,Route C,180.95,Hyderabad,0.9,102648.29
1,Winter,skincare,38.39,68,1890,Female,256,18,13,9,12.63,405,29,23.91,Pending,0.128,Rail,Route C,150.34,Bangalore,0.9,65301.39
8,Rainy,haircare,80.29,26,523,Female,26,11,74,10,5.64,1430,31,60.86,Pending,0.112,Road,Route C,70.5,Mumbai,0.95,39892.09
11,Festive,skincare,99.96,22,1107,Male,182,19,226,13,23.44,1314,31,76.9,Pass,0.25,Rail,Route B,181.96,Hyderabad,1.3,143852.44
4,Summer,haircare,47.65,20,391,Female,455,2,126,4,12.62,62,10,63.77,Fail,0.014,Air,Route B,74.99,Bangalore,1.1,20494.26
12,Festive,haircare,121.85,70,255,Female,309,2,94,4,13.94,1402,24,89.4,Pending,0.165,Sea,Route B,236.94,Delhi,1.3,40393.28
1,Winter,skincare,119.31,57,1974,Female,453,3,288,5,21.8,881,26,43.51,Pending,0.061,Rail,Route C,55.56,Hyderabad,0.9,211966.15
10,Festive,haircare,138.4,62,449,Non-binary,344,16,285,7,15.89,994,30,27.8,Pass,0.093,Air,Route A,124.7,Bangalore,1.3,80784.08
7,Rainy,skincare,31.02,74,1565,Male,176,1,292,8,9.63,201,36,36.89,Pending,0.047,Road,Route C,99.59,Kolkata,0.95,46118.98
5,Summer,skincare,56.0,76,342,Non-binary,133,10,178,13,14.9,332,27,46.73,Fail,0.188,Sea,Route A,180.37,Hyderabad,1.1,21067.2
5,Summer,skincare,129.26,72,1330,Non-binary,131,6,35,13,16.75,1372,5,44.33,Pending,0.072,Sea,Route A,180.78,Hyderabad,1.1,189107.38
1,Winter,skincare,110.47,52,1551,Female,494,17,49,2,22.58,699,25,71.34,Pending,0.164,Rail,Route B,198.01,Kolkata,0.9,154205.07
10,Festive,haircare,137.33,99,1889,Male,474,19,217,3,8.17,816,18,109.81,Fail,0.142,Sea,Route B,203.81,Chennai,1.3,337241.28
11,Festive,haircare,36.86,81,1071,Female,276,12,93,4,15.31,1086,23,55.65,Pass,0.107,Rail,Route C,87.87,Chennai,1.3,51320.18
6,Rainy,skincare,101.64,30,357,Male,92,16,247,2,23.25,421,29,28.44,Pass,0.085,Air,Route C,174.42,Bangalore,0.95,34471.21
9,Rainy,haircare,98.29,91,684,Female,461,2,203,4,4.0,542,13,102.0,Fail,0.175,Sea,Route B,87.07,Delhi,0.95,63868.84
9,Rainy,haircare,34.28,71,134,Male,212,15,268,5,7.28,1383,33,21.62,Fail,0.134,Sea,Route C,159.63,Chennai,0.95,4363.84
8,Rainy,skincare,91.62,20,1252,Male,494,19,201,12,10.62,1463,6,71.55,Pass,0.012,Air,Route A,140.26,Mumbai,0.95,108972.83
5,Summer,haircare,103.14,33,529,Female,292,1,294,7,17.93,1379,35,100.91,Pass,0.185,Air,Route C,205.87,Kolkata,1.1,60017.17
1,Winter,skincare,52.96,40,1823,Female,465,6,191,6,21.52,1036,35,76.64,Pass,0.189,Sea,Route C,107.66,Kolkata,0.9,86891.47
9,Rainy,haircare,62.8,53,1442,Non-binary,243,18,16,12,7.38,861,18,113.02,Pass,0.105,Air,Route C,47.67,Mumbai,0.95,86029.72
1,Winter,haircare,106.84,33,194,Non-binary,380,19,162,7,8.43,1043,27,23.0,Fail,0.005,Road,Route A,117.58,Bangalore,0.9,18654.26
8,Rainy,skincare,86.2,59,319,Male,113,3,271,14,21.11,1271,35,114.18,Fail,0.048,Air,Route B,216.96,Mumbai,0.95,26122.91
5,Summer,haircare,132.96,54,400,Female,226,5,88,10,6.26,312,20,94.97,Pass,0.144,Rail,Route B,134.08,Chennai,1.1,58502.4
3,Summer,haircare,71.09,61,1760,Female,189,3,49,2,8.75,1167,12,52.76,Fail,0.189,Sea,Route B,211.83,Hyderabad,1.1,137630.24
11,Festive,skincare,62.0,39,1308,Non-binary,175,7,198,14,19.12,892,16,82.77,Fail,0.021,Rail,Route A,92.84,Bangalore,1.3,105424.8
7,Rainy,haircare,148.18,79,1160,Female,263,7,286,4,6.66,1137,5,76.2,Pass,0.168,Sea,Route B,91.5,Kolkata,0.95,163294.36
7,Rainy,skincare,139.34,28,874,Male,22,1,259,9,21.22,815,18,111.05,Pending,0.125,Air,Route B,95.7,Chennai,0.95,115694.0
9,Rainy,haircare,33.48,52,1745,Male,239,13,118,10,13.79,79,32,61.28,Pending,0.059,Sea,Route B,195.17,Delhi,0.95,55501.47
7,Rainy,skincare,122.49,68,499,Male,24,13,105,12,12.85,491,5,29.95,Pending,0.122,Air,Route A,154.54,Delhi,0.95,58066.38
11,Festive,skincare,43.24,87,789,Non-binary,213,15,41,3,5.98,619,26,26.87,Fail,0.016,Road,Route C,189.02,Hyderabad,1.3,44351.27
3,Summer,skincare,33.3,23,1265,Male,73,19,277,11,17.95,1478,32,61.37,Pending,0.165,Sea,Route A,119.3,Kolkata,1.1,46336.95
11,Festive,skincare,62.84,67,1092,Non-binary,441,7,245,6,22.45,1143,17,118.57,Pass,0.031,Rail,Route A,134.01,Kolkata,1.3,89207.66
1,Winter,skincare,62.32,35,233,Non-binary,483,17,29,14,18.23,1376,12,81.89,Pending,0.006,Air,Route A,139.67,Mumbai,0.9,13068.5
8,Rainy,haircare,128.32,66,1568,Male,319,10,214,4,9.97,202,11,94.18,Pass,0.007,Sea,Route A,144.15,Chennai,0.95,191145.47
12,Festive,haircare,115.28,45,760,Non-binary,228,19,247,11,18.37,849,7,116.25,Fail,0.178,Road,Route A,101.03,Mumbai,1.3,113896.64
3,Summer,skincare,147.79,89,1411,Non-binary,95,18,30,3,14.22,1247,31,86.31,Fail,0.061,Sea,Route B,183.14,Delhi,1.1,229384.86
12,Festive,haircare,115.38,56,357,Male,237,8,226,14,21.78,420,23,80.2,Pass,0.133,Air,Route A,153.32,Hyderabad,1.3,53547.86
8,Rainy,skincare,80.19,41,1162,Male,460,8,130,13,13.11,1492,25,38.84,Pending,0.011,Road,Route C,172.32,Mumbai,0.95,88521.74
8,Rainy,haircare,113.87,26,404,Non-binary,137,9,271,12,8.22,1091,5,48.96,Pass,0.011,Road,Route A,61.26,Kolkata,0.95,43703.31
5,Summer,haircare,149.94,61,1406,Non-binary,474,13,264,12,5.23,515,34,107.99,Pass,0.212,Sea,Route A,66.02,Kolkata,1.1,231897.2
12,Festive,skincare,115.22,49,1947,Female,299,13,20,10,9.18,500,24,70.77,Pass,0.177,Road,Route C,123.67,Hyderabad,1.3,291633.34
